event_id,url,title,pub_date,gdelt_lat,gdelt_lon,fetch_method,article_chars,is_hwc_event,species,event_type,humans_killed,humans_injured,animals_killed,animals_injured,event_date,primary_location,location_type,location_notes,gdelt_location_match,confidence,extraction_notes,_error,geocoded_address,final_lat,final_lon,geocode_source,gdelt_all_india_locations_hint
d8123c2e-f15e-4f95-b739-131fad83e40c,https://indianexpress.com/article/cities/lucknow/jumbo-scare-grips-ups-pilibhit-farmer-trampled-to-death-another-injured-in-last-10-days-10344595/,"Jumbo scare grips UP Pilibhit , farmer trampled to death , another injured in last 10 days | Lucknow News",20251104T023000Z,17931.0,28.6333,selenium,3295,True,elephant,attack_on_human,1,1,,,2025-11-02,"Dhakiya Talluke Maharajpur, Pilibhit, Uttar Pradesh, India",village,near Pilibhit Tiger Reserve,,high,"Two separate incidents, one death and one injury, both involving elephants.",,"P4XV+6PG, Dhakia T. Maharajpur, Uttar Pradesh 262122, India",28.7480666,80.1443268,google_maps,
77400468-87f7-406d-be3c-8c7d859d25f8,https://timesofindia.indiatimes.com/city/pune/pune-leopard-kills-13-year-old-in-shirur-locals-set-forest-dept-vehicle-on-fire-fourth-death-in-5-months/articleshow/125048160.cms,"Pune : Leopard kills 13 - year - old in Shirur ; locals set forest dept vehicle on fire , fourth death in 5 months | Pune News",20251103T064500Z,70178.0,19.2,selenium,2892,True,leopard,attack_on_human,1,,,,2025-11-03,"Pimparkhed, Shirur, Pune, India",village,"Pimparkhed village, Shirur tehsil",,high,Clear details of a recent leopard attack on a human.,,"Pimparkhed, Maharashtra, India",18.9946335,74.1430807,google_maps,
2a3e33ef-1af2-42b7-9f18-cd144ebed558,https://timesofindia.indiatimes.com/city/mysuru/tiger-numbers-rise-in-bandipur-but-shrinking-forests-worsen-human-wildlife-conflict-min/articleshow/125038282.cms,"Tiger numbers rise in Bandipur , but shrinking forests worsen human - wildlife conflict : Min | Mysuru News",20251102T201500Z,17692.0,12.3072,selenium,3116,False,,,,,,,,,,,,high,"Article discusses general trends and policy measures, no specific HWC event described.",,,17692.0,12.3072,gdelt_fallback,
aed01a6b-308f-4766-8d54-0c0dbff30040,https://www.thehindu.com/news/national/tamil-nadu/elephant-carcass-found-in-mordhana-forest-range-on-tn-ap-border/article70232747.ece,Elephant carcass found in Mordhana forest range on T . N .- A . P . border,20251102T191500Z,70254.0,12.9333,selenium,1446,False,elephant,,,,,,,"Aravatla, Vellore, Tamil Nadu, India",village,"near Mordhana dam, near Kaundinya Wildlife Sanctuary",,high,"No actual HWC event, only carcass discovery",,,70254.0,12.9333,gdelt_fallback,
33ac2a66-e755-4b38-9952-ce5f1d2ea3f0,https://timesofindia.indiatimes.com/city/bareilly/new-pilibhit-tiger-reserve-safari-draws-flak-over-wildlife-legal-concerns/articleshow/125029570.cms,"New Pilibhit Tiger Reserve safari draws flak over wildlife , legal concerns | Bareilly News",20251102T064500Z,17931.0,28.6333,selenium,2827,False,,,,,,,,,,,,high,"No specific HWC incident reported, only concerns and statistics.",,,17931.0,28.6333,gdelt_fallback,
8998ba02-d068-483f-8186-c0df663e4514,https://www.thehindu.com/news/national/kerala/rapid-response-team-gets-new-wildlife-rescue-vehicle-for-wayanad/article70225213.ece,Rapid response team gets new wildlife rescue vehicle for Wayanad,20251031T143000Z,70207.0,21.4581,selenium,1023,False,,,,,,,,,,,,high,"No specific HWC event reported, only a vehicle launch for future use.",,,70207.0,21.4581,gdelt_fallback,
215b610b-086d-4f19-a27f-f69436d15993,https://www.news18.com/explainers/why-the-western-ghats-are-on-iucns-watchlist-and-why-you-should-care-sbhp-ws-l-9659423.html,Why The Western Ghats Are On IUCN Watchlist And Why You Should Care | Explainers News,20251026T120000Z,17689.0,12.4167,jina,14386,False,,,,,,,,,,,,high,"No specific HWC event described, only general threats and statistics.",,,17689.0,12.4167,gdelt_fallback,
d748de6b-9bec-492f-b55f-ea0d70570dbe,https://www.thehindu.com/news/national/kerala/five-lakh-jobs-to-be-created-in-farm-sector-minister/article70201428.ece,Five lakh jobs to be created in farm sector : Minister,20251025T140000Z,17699.0,10.0,selenium,2740,False,,,,,,,,,,,,high,"No specific HWC event described, only policy announcement",,,17699.0,10.0,gdelt_fallback,
4ac979c1-db8e-421a-82ab-4aae618b7398,https://www.mid-day.com/mumbai/mumbai-news/article/green-alert-sgnp-plan-leaves-200-acres-of-forest-out-23600121,Critics say BMC ESZ plan overlooks key forest areas in Mumbai,20251025T081500Z,70184.0,18.975,failed_selenium,,,,,,,,,,,,,,,,selenium could not load page,,70184.0,18.975,gdelt_fallback_no_text,
a1d89437-435b-4d9c-93cc-d95d2229aa09,https://kashmirlife.net/ladakh-emerges-as-a-stronghold-of-indias-snow-leopards-with-477-of-718-nationwide-410368/,Ladakh Emerges as a Stronghold of India Snow Leopards with 477 of 718 Nationwide,20251024T091500Z,72785.0,34.5,jina,8543,False,,,,,,,,,,,,high,"No specific HWC incident reported, only conservation efforts and statistics.",,,72785.0,34.5,gdelt_fallback,
fedcae35-ffb7-496d-bb4a-2beda0a40798,https://www.livelaw.in/high-court/kerala-high-court/kerala-high-court-fund-disbursal-for-human-wildlife-conflict-mitigation-307713,Kerala High Court Express Displeasure Over Delay In Fund Disbursal For Human - Wildlife Conflict Mitigation,20251024T070000Z,17698.0,11.8667,jina,1941,False,,,,,,,,,,,,high,"No specific HWC event described, only court discussion on fund delays",,,17698.0,11.8667,gdelt_fallback,
cb0f4018-7b82-4a7f-8b34-df59994fbbc6,https://www.hindustantimes.com/india-news/indias-forest-area-rank-improves-from-10th-to-9th-in-fao-report-101761161651395.html,India forest area rank improves from 10th to 9th in FAO report,20251023T043000Z,70282.0,30.25,selenium,5738,False,,,,,,,,,,,,high,"No specific HWC event described, only policy discussion",,,70282.0,30.25,gdelt_fallback,
54470d64-81df-4bf4-bf1b-22d80a0556ad,https://www.freepressjournal.in/pune/nashik-deolali-residents-relieved-as-forest-team-successfully-rescues-leopard,Nashik : Deolali Residents Relieved As Forest Team Successfully Rescues Leopard,20251020T173000Z,70178.0,19.4667,selenium,1719,False,leopard,,,,,,,,,"Deolali camp area, Nashik city",,high,"No specific HWC incident, only rescue operation",,,70178.0,19.4667,gdelt_fallback,
0b6e82a0-0e15-4a4b-91fd-c90d2202166d,https://www.newkerala.com/news/o/nfr-installs-intrusion-detection-system-protect-elephants-boost-train-276,NFR Intrusion Detection System Protects Elephants Train Safety,20251019T050000Z,17591.0,25.75,jina,6126,False,,,,,,,,,,,,high,"No specific HWC event described, only a preventive measure.",,,17591.0,25.75,gdelt_fallback,
9f6cf42a-a7ab-4f35-9de6-424bb059c3d6,https://www.downtoearth.org.in/wildlife-biodiversity/can-india-move-from-conflict-to-coexistence-with-wildlife,India Wildlife Challenge : From Conflict to Coexistence,20251017T093000Z,17744.0,23.5,jina,10107,True,crocodile,human_killed,11,,,,2023-01-01,"Kendrapara, Odisha, India",district,"Kendrapara district, Odisha","Kendrapara, Orissa, India (70218.000,20.500)",high,Specific event mentioned in the article.,,"Kendrapara, Odisha, India",20.5035436,86.4199321,google_maps,
6c28c154-fe89-4336-b28c-72dcbeb3b2a8,https://www.thehitavada.com/Encyc/2025/10/14/son-of-legendary-tiger-jai-bittu-run-over-by-train-near-sindewahi.html,"Son of legendary tiger  Jai ,  Bittu  run over by train near Sindewahi",20251014T063000Z,17763.0,19.95,jina,3407,True,tiger,animal_killed_by_human,,,1,,2025-10-13,"Sindewahi, Chandrapur, Maharashtra, India",forest_division,"Brahmapuri Forest Division, near Ballarshah-Gondia railway line","Sindewahi, Maharashtra, India",high,Specific date inferred from article context.,,"Sindewahi, Maharashtra 441222, India",20.2879263,79.6579632,google_maps,
6cb66d68-1cbb-4792-8c32-a61a9f49ff6b,https://www.livelaw.in/high-court/madras-high-court/madras-high-court-quarterly-digest-july-to-september-2025-305949,Madras High Court Quarterly Digest : July,20251012T124500Z,70251.0,13.0044,jina,1843,False,,,,,,,,,,,,high,No specific HWC event described in the article,,,70251.0,13.0044,gdelt_fallback,
14d385c6-8d59-4c2e-8a14-fc6226d79888,https://www.thehindu.com/news/national/kerala/human-wildlife-conflict-mitigation-measures-reviewed/article70149007.ece,Human - wildlife conflict mitigation measures reviewed,20251010T163000Z,17709.0,8.50694,selenium,1422,False,,,,,,,,,,,,high,"No specific HWC event reported, only mitigation measures discussed.",,,17709.0,8.50694,gdelt_fallback,
13fc35f6-4978-47e1-b5e6-c05d09f341aa,https://www.newindianexpress.com/nation/2025/Oct/10/pushed-out-by-tigers-leopards-stray-into-human-dwellings-in-uttarakhand,"Pushed out by tigers , leopards stray into human dwellings in Uttarakhand",20251010T031500Z,70282.0,30.25,selenium,2121,True,leopard,livestock_kill,,,1,,2025-10-10,"Devipura, Uttarakhand, India",village,Near Jim Corbett Tiger Reserve,,high,Leopard snatched a pet dog recently.,,"Devipura, Uttarakhand 244712, India",29.2609365,78.7901203,google_maps,
661c51bd-6076-4c1e-9881-7e6276c40207,https://www.newkerala.com/news/o/fourth-leopard-attack-10-days-12-year-old-girl-killed-lakhimpur-928,Leopard Kills 12 - Year - Old Preet Kaur in Lakhimpur Kheri Tragedy,20251010T011500Z,17921.0,28.2333,jina,6243,True,leopard,attack_on_human,1,,,,2025-10-09,"Run Nagar, Lakhimpur Kheri, Uttar Pradesh, India",village,Near North Nighasan forest range,,high,Specific details provided in the article.,,"Lakhimpur, Uttar Pradesh 262701, India",27.9462395,80.7787163,google_maps,
e46f4d02-b77f-4ef5-9bf0-a87bdb5ef94b,https://www.prokerala.com/news/articles/a1684117.html,UP : Fourth leopard attack in 10 days ; 12 - year - old girl killed in Lakhimpur Kheri,20251009T174500Z,17921.0,28.2333,jina,4490,True,leopard,attack_on_human,1,,,,2025-10-09,"Run Nagar, Lakhimpur Kheri, Uttar Pradesh, India",village,North Nighasan forest range,,high,Specific location and date provided in article.,,"Lakhimpur, Uttar Pradesh 262701, India",27.9462395,80.7787163,google_maps,
1ca20e19-0a10-4c73-aa62-ddf6d77b5cbe,https://www.thehindu.com/news/cities/Madurai/now-two-elephant-trackers-join-rapid-response-teams-deployed-in-tenkasi-district-to-prevent-invasion-in-ranches/article70143463.ece,"Now , two elephant trackers join rapid response teams deployed in Tenkasi district to prevent invasion in ranches",20251009T140000Z,17696.0,14.0,selenium,707,True,elephant,crop_raid,,,,,,"Vadakarai, Tenkasi, Tamil Nadu, India",village,"Western Ghats, ranches",,high,Event described as ongoing with recent damage to crops,,"Vadakarai, Tamil Nadu 627812, India",9.041042599999999,77.2740132,google_maps,
3643075e-cba0-4289-ac4b-ed9c4e210479,https://timesofindia.indiatimes.com/city/mysuru/recent-tiger-killings-at-mm-hills-sanctuary-hampering-conservation-work/articleshow/124369089.cms,Recent tiger killings at MM Hills sanctuary hampering conservation work | Mysuru News,20251007T214500Z,70160.0,12.1197,selenium,3074,True,tiger,animal_killed_by_human,,,6,,2025-10-07,"MM Hills Wildlife Sanctuary, Mysuru, Karnataka, India",forest_division,MM Hills Wildlife Sanctuary,,high,Specific event with clear details of tiger poisoning.,,"Male Mahadeshwara Hills, Karnataka 571490, India",12.0315272,77.5920295,google_maps,
a131de4a-a445-484c-bd88-d2452d744ff2,https://www.thehindu.com/news/national/kerala/protests-erupt-in-attappady-after-elephant-kills-biker/article70135751.ece,Protests erupt in Attappady after elephant kills biker,20251007T144500Z,17869.0,9.31667,selenium,1617,True,elephant,attack_on_human,1,,,,2025-10-07,"Manjakkandi, Attappady, Kerala, India",village,Thavalam-Mulli Road,,high,Specific incident with clear details.,,"Attappadi, Kerala, India",11.0681246,76.5661622,google_maps,
3014cd0d-bd6d-4be1-82df-7509a6998e54,https://bangaloremirror.indiatimes.com/bangalore/others/forest-staff-shortage-threatens-wildlife-safety/articleshow/124348256.cms,Forest staff shortage threatens wildlife safety,20251007T051500Z,70159.0,12.9833,jina,6426,False,,,,,,,,,,,,high,"No specific HWC event described, only policy concerns",,,70159.0,12.9833,gdelt_fallback,
e9bde5d3-77f7-4d93-a129-60d21c3dc027,https://www.hindustantimes.com/india-news/dolphin-to-gharial-five-conservation-projects-launched-101759777072641.html,Dolphin to gharial : Five conservation projects launched,20251007T020000Z,70282.0,30.25,selenium,3665,False,,,,,,,,,,,,high,"Article discusses conservation plans and initiatives, no specific HWC event reported.",,,70282.0,30.25,gdelt_fallback,
21b2d986-ae53-4e72-b720-1c4535734f07,https://aninews.in/news/national/general-news/wildlife-week-2025-celebrations-highlight-human-wildlife-coexistence-launch-key-conservation-projects20251006203910/,"Wildlife Week 2025 celebrations highlight human - wildlife coexistence , launch key conservation projects",20251006T170000Z,70287.0,30.3167,jina,6496,False,,,,,,,,,,,,high,"No specific HWC incident reported, only policy and project launches",,,70287.0,30.3167,gdelt_fallback,
4daf8b7b-7130-4012-96c3-1927e3c51a2d,https://www.hindustantimes.com/india-news/up-minister-directs-officials-to-seek-help-from-fisherfolk-in-wolf-rescue-operation-101759762628681.html,UP Minister directs officials to seek help from fisherfolk in wolf rescue operation,20251006T151500Z,17938.0,27.25,selenium,2887,True,wolf,animal_killed_by_human,,,1,,2023-09-28,"Bahraich, Uttar Pradesh, India",district,Kaiserganj and Mahsi tehsils,,high,Specific event of wolf being shot on September 28.,,"Bahraich, Uttar Pradesh, India",27.5705152,81.59766719999999,google_maps,
eae01f57-e47b-4dd3-a66a-86704692e925,https://www.thehindu.com/news/national/kerala/farmer-killed-in-wild-elephant-attack-in-idukki/article70131960.ece,Farmer killed in wild elephant attack in Idukki,20251006T151500Z,17702.0,9.85,selenium,1188,True,elephant,attack_on_human,1,,,,2025-10-06,"Santhanpara, Idukki, Kerala, India",village,Choondal near Chinnakkanal,,high,Specific details provided in the article.,,"Santhanpara, Kerala 685619, India",9.9590342,77.2203966,google_maps,
37c69cb9-1479-4f56-a3e7-affa85007896,https://aninews.in/news/national/general-news/j-k-minister-inaugurates-carnivore-enclosure-in-rajouri20251006084525/,J - K Minister inaugurates carnivore enclosure in Rajouri,20251006T060000Z,72809.0,33.9167,jina,4174,False,,,,,,,,,,,,high,"No specific HWC incident reported, only inauguration of carnivore enclosure",,,72809.0,33.9167,gdelt_fallback,
011a8f8c-09d8-4765-902e-76e7ce7e6395,https://www.thehindubusinessline.com/opinion/animal-welfare-brings-all-round-benefits/article70128907.ece,Animal welfare brings all - round benefits - The Hindu BusinessLine,20251006T044500Z,17807.0,26.0,selenium,2995,False,,,,,,,,,,,,high,"No specific HWC event described, only general discussion",,,17807.0,26.0,gdelt_fallback,
abe020f7-84eb-429a-9d6a-aa29daddb472,http://www.indiagazette.com/news/278619317/j-k-minister-inaugurates-carnivore-enclosure-in-rajouri,J - K Minister inaugurates carnivore enclosure in Rajouri,20251006T044500Z,72809.0,33.9167,jina,6226,False,,,,,,,,,,,,high,"No specific HWC event described, only inauguration of carnivore enclosure",,,72809.0,33.9167,gdelt_fallback,
3f85511a-ea41-4424-8fde-5427d6670473,http://www.scoopnews.in/det.aspx?q=140589%20class=,Javed Rana inaugurates Carnivore Enclosure at Shachera Conservation Reserve Rajouri,20251005T200000Z,72851.0,32.7333,jina,3479,False,,,,,,,,,,,,high,"No specific HWC incident reported, only inauguration of conservation efforts.",,,72851.0,32.7333,gdelt_fallback,
15448618-48c4-4ec1-b303-682c81ab90cd,https://www.rediff.com/news/special/jane-goodhall-her-love-for-animals-was-so-pure/20251004.htm,Jane Goodall :  Her Love For Animals Was So Pure  - Rediff . com India News,20251004T091500Z,70184.0,18.975,jina,6657,False,,,,,,,,,,,,high,No specific HWC event described in the article,,,70184.0,18.975,gdelt_fallback,
af700d89-6b34-4ae8-a159-e8b80cc967a1,https://www.prokerala.com/news/articles/a1680006.html,Govt stands with victims of human - wildlife conflict : CM Yogi in Bahraich,20250929T073000Z,70277.0,27.5833,jina,6381,True,wolf,attack_on_human,4,16,,,2025-09-09,"Manjhla Taukli, Bahraich, Uttar Pradesh, India",village,Near Ghaghra River,"Bahraich, Uttar Pradesh, India",high,Specific incidents and dates provided in the article.,,"Bahraich, Uttar Pradesh, India",27.5705152,81.59766719999999,google_maps,
8cd7a4b8-57ce-491f-843b-89f3d235ad49,https://www.livelaw.in/high-court/kerala-high-court/kerala-high-court-weekly-round-up-september-2025-305406,"Kerala High Court Weekly Round - Up : September 22 - September 28 , 2025",20250929T064500Z,17698.0,11.8667,jina,898,False,,,,,,,,,,,,high,No specific HWC event described in the article.,,,17698.0,11.8667,gdelt_fallback,
c3a16fe4-38e0-4d14-b0d3-d6c0a340978f,https://www.mid-day.com/mumbai/mumbai-news/article/maharashtra-warrior-names-for-sahyadri-tigers-spark-local-conservation-interest-23596148,Maharashtra : Sahyadri tigers named after warriors to boost public engagement,20250928T063000Z,17696.0,14.0,failed_selenium,,,,,,,,,,,,,,,,selenium could not load page,,17696.0,14.0,gdelt_fallback_no_text,
79fc165a-cf35-4af5-bdc0-5c385b010800,https://news.webindia123.com/news/Articles/India/20250927/4366277.html,"  Our govt has classified human - wildlife conflict as a disaster : CM Yogi meets wolf attack victims in Bahraich , announces Rs 5 lakh aid",20250927T131500Z,70277.0,27.75,jina,4148,True,wolf,attack_on_human,1,,,,2025-09-27,"Baba Patav, Bahraich, Uttar Pradesh, India",village,Majhara Taukli area,"Bahraich District, Uttar Pradesh, India",high,Specific event with clear details and dates.,,"HJ75+XCM, Raipur Raja eColony, Makka Purwa, Friganj, Bahraich, Uttar Pradesh 271801, India",27.5780393,81.6107717,google_maps,
38c37586-53cc-4c7c-8836-bd4a1872feb2,https://aninews.in/news/national/general-news/our-govt-has-classified-human-wildlife-conflict-as-a-disaster-cm-yogi-meets-wolf-attack-victims-in-bahraich-announces-rs-5-lakh-aid20250927173305/,"  Our govt has classified human - wildlife conflict as a disaster : CM Yogi meets wolf attack victims in Bahraich , announces Rs 5 lakh aid",20250927T124500Z,70277.0,27.75,jina,3927,True,wolf,attack_on_human,1,,,,2025-09-27,"Baba Patav, Bahraich, Uttar Pradesh, India",village,Majhara Taukli area,"Bahraich District, Uttar Pradesh, India",high,Specific event with clear details and dates,,"HJ75+XCM, Raipur Raja eColony, Makka Purwa, Friganj, Bahraich, Uttar Pradesh 271801, India",27.5780393,81.6107717,google_maps,
ede02b25-8e5a-4556-a76e-fd40ab906ca1,https://www.rashtranews.com/national-news-rajya-sabha-live-updates-rajya-sabha-adjourns-till-2-pm/,National News : Rajya Sabha live updates | Rajya Sabha adjourns till 2 PM,20250927T054500Z,17699.0,10.0,jina,5463,False,,,,,,,,,,,,high,No specific HWC event described in the article.,,,17699.0,10.0,gdelt_fallback,
ec2b21fd-94ee-4caf-870b-f104f470b392,https://timesofindia.indiatimes.com/life-style/travel/destinations/which-country-has-the-highest-population-of-lions/articleshow/124124147.cms,Which country has the highest population of lions ? |,20250926T031500Z,17925.0,27.5833,selenium,3197,False,,,,,,,,,,,,high,"No specific HWC event described, only general statistics and information.",,,17925.0,27.5833,gdelt_fallback,
8f376ffa-dd24-4931-8a03-00ab498bdd07,https://avenuemail.in/jamshedpur-administration-orders-raising-power-lines-to-protect-wlephants-wildlife/,"Jamshedpur administration orders raising power lines to protect wlephants , wildlife",20250924T111500Z,70155.0,22.8,jina,4535,False,,,,,,,,,,,,high,"No specific HWC event reported, only policy discussion",,,70155.0,22.8,gdelt_fallback,
de81fdc3-5bbb-4bcb-8161-6342abc20c30,https://www.epw.in:443/journal/special-articles/human-wildlife-conflict-kerala.html,Human – Wildlife Conflict in Kerala,20250922T104500Z,17699.0,10.0,jina,5599,True,elephant,attack_on_human,,1,,,2017-00-00,"Aralam, Kannur, Kerala, India",village,Aralam tribal Resettlement Area,"Kannur, Kerala, India",high,Specific incident described with clear details,,"Aralam, Kerala, India",11.96764,75.77203279999999,google_maps,
b04520cf-961d-4bb8-9ff2-2099b3d268a7,https://timesofindia.indiatimes.com/city/goa/ktaka-tells-goa-it-will-take-elephant-only-after-dussehra/articleshow/124032372.cms,Ktaka tells Goa it will take elephant only after Dussehra | Goa News,20250921T194500Z,17779.0,15.75,selenium,2085,True,elephant,crop_raid,,,,,,"Tambos, Pernem, Goa, India",village,Near Manohar International Airport,,high,Event is ongoing with no specific date mentioned.,,"Pernem, Goa, India",15.7176232,73.79741779999999,google_maps,
54d66409-7930-4d76-ab37-1be2dc74b2b4,https://indianexpress.com/article/india/jhumris-journey-how-one-tigress-helped-revival-of-big-cat-numbers-at-achanakmar-tiger-reserve-10262039/,Jhumri journey : How one tigress helped revival of big cat numbers at Achanakmar Tiger Reserve | India News,20250921T020000Z,17744.0,23.5,selenium,6468,False,,,,,,,,,,,,high,"No specific HWC event described, only conservation efforts and population increase",,,17744.0,23.5,gdelt_fallback,
3f120e86-09a8-4bed-87b6-6b2988ef0998,https://countercurrents.org/2025/09/indias-forgotten-grasslands-vital-for-wildlife-climate-and-rural-livelihoods/,"India Forgotten Grasslands : Vital for Wildlife , Climate , and Rural Livelihoods",20250920T154500Z,70282.0,30.25,selenium,29284,False,,,,,,,,,,,,high,No specific HWC event described in the article.,,,70282.0,30.25,gdelt_fallback,
0ed622d4-daf4-4b37-a183-4426df3734dc,https://www.epw.in:443/journal/2025/38/special-articles/human-wildlife-conflict-kerala.html,Human – Wildlife Conflict in Kerala,20250920T101500Z,17699.0,10.0,jina,5602,True,elephant,human_injured,,1,,,2017-00-00,"Aralam, Kannur, Kerala, India",village,Aralam tribal Resettlement Area,"Kannur, Kerala, India",high,"Exact date not specified, event date is approximate",,"Aralam, Kerala, India",11.96764,75.77203279999999,google_maps,
a6d79f1f-e45f-4909-ad9e-ead4f3f73a0e,https://www.thehindu.com/news/national/karnataka/animal-rights-groups-for-ban-on-using-live-bait-to-capture-big-cats/article70070241.ece,Animal rights groups for ban on using live bait to capture big cats,20250919T143000Z,17688.0,13.5,selenium,2193,True,leopard,animal_killed_by_human,,,,1,2025-09-01,"H.D. Kote, Mysuru, Karnataka, India",village,H.D. Kote village in Mysuru district,,high,Specific event date inferred from article context.,,"Heggadadevankote, Karnataka 571114, India",12.0879642,76.33188899999999,google_maps,
6703c867-6c88-47df-955b-ff1f77b808bd,https://www.thehindu.com/news/national/kerala/17-year-old-narrowly-escapes-wild-elephant-attack-in-aralam-rehabilitation-area-in-kerala/article70068649.ece,17 - year - old narrowly escapes wild elephant attack in Aralam rehabilitation area in Kerala,20250919T054500Z,17699.0,10.0,selenium,1221,True,elephant,attack_on_human,,,,,2025-09-19,"Aralam, Kannur, Kerala, India",forest_range,Aralam rehabilitation area,,high,Specific event with clear details,,"Aralam, Kerala, India",11.96764,75.77203279999999,google_maps,
b9eba2de-31b2-4d0c-a1ff-db694cb66ef0,https://www.thehindu.com/news/national/kerala/animal-rights-group-raises-alarm-over-kerala-wildlife-amendment-bill/article70060769.ece,Animal rights group raises alarm over Wildlife Protection ( Kerala Amendment ) Bill,20250917T121500Z,17699.0,10.0,selenium,1736,False,,,,,,,,,,,,high,"Article discusses policy changes and potential future conflicts, not a specific incident.",,,17699.0,10.0,gdelt_fallback,
9f78efe3-2968-4520-ae6e-f30e07c27189,https://bangaloremirror.indiatimes.com/bangalore/others/kfd-launches-action-against-invasive-plants/articleshow/123929857.cms,KFD launches action against invasive plants,20250917T021500Z,17873.0,11.6667,jina,4247,False,,,,,,,,,,,,high,"No specific HWC event described, only policy and plans",,,17873.0,11.6667,gdelt_fallback,
73606376-077c-4636-b339-8d25b8f8bf52,https://www.thehindu.com/news/national/kerala/three-phase-mitigation-campaign-to-tackle-human-wildlife-conflict-set-to-begin-in-kerala/article70049146.ece,Three - phase mitigation campaign to tackle human - wildlife conflict set to begin in Kerala,20250914T151500Z,17699.0,10.0,selenium,2483,False,,,,,,,,,,,,high,"Article discusses mitigation plans, not specific HWC incidents.",,,17699.0,10.0,gdelt_fallback,
8a0cc01e-7483-4a5d-9787-8c56ff4ff916,https://www.thehindu.com/news/national/kerala/kerala-assembly-likely-to-witness-a-clash-between-controversies-scandalous-political-controversies-and-governance-related-wranglings-will-likely-dominate-the-assembly-session/article70048989.ece,Kerala Assembly likely to witness a clash between controversies,20250914T151500Z,17708.0,10.5167,selenium,2735,False,,,,,,,,,,,,high,"No specific HWC incident reported, only mentions of issues.",,,17708.0,10.5167,gdelt_fallback,
5e564628-e8d0-4216-99e7-05e52bc48c2c,https://www.hindustantimes.com/india-news/chhattisgarh-to-relocate-six-tigers-from-mp-to-boost-population-in-two-tiger-reserves-101757849431855.html,Chhattisgarh to relocate six tigers from MP to boost population in two tiger reserves,20250914T120000Z,17744.0,23.5,selenium,3130,False,,,,,,,,,,,,high,"Article discusses tiger relocation plans, no specific HWC incident",,,17744.0,23.5,gdelt_fallback,
8d65f8f1-6507-432c-a2f8-2e7f7c8a1ce9,https://timesofindia.indiatimes.com/city/guwahati/wild-elephants-trample-52-year-old-man-to-death-in-tinsukia/articleshow/123873217.cms,Wild elephants trample 52 - year - old man to death in Tinsukia | Guwahati News,20250913T184500Z,70093.0,27.5,selenium,2353,True,elephant,human_killed,1,,,,2025-09-13,"Nazirating Tamuli, Tinsukia, Assam, India",village,"Doomdooma forest division, Dehing Patkai Elephant Reserve",,high,Clear details of a specific human-elephant conflict incident.,,"No.1 Nazirating Gaon, Assam 786171, India",27.4922631,95.61688339999999,google_maps,
4966d14d-7c3e-48e8-9d30-e33b96355a3f,https://www.freepressjournal.in/mumbai/mumbai-news-activists-urge-bmc-to-revise-sanjay-gandhi-national-park-draft-zonal-master-plan-cite-lack-of-scientific-buffer-zones,"Mumbai News : Activists Urge BMC To Revise Sanjay Gandhi National Park Draft Zonal Master Plan , Cite Lack Of Scientific Buffer Zones",20250913T160000Z,17783.0,19.6833,selenium,3414,False,,,,,,,,,,,,high,"No specific HWC event described, only policy discussion",,,17783.0,19.6833,gdelt_fallback,
032a9e15-8df8-49da-bccf-3f6b25809e95,https://indianewengland.com/karnataka-woman-murders-husband-tries-to-pass-it-off-as-tiger-attack-for-compensation/,"Karnataka Woman Murders Husband , Tries to Pass It Off as Tiger Attack for Compensation",20250912T220000Z,17692.0,12.3072,jina,3618,False,,,,,,,,,,,,high,"No actual HWC event, just a murder staged as one",,,17692.0,12.3072,gdelt_fallback,
bc7b9df9-5226-426d-963b-8d0b0b086f0c,https://news.webindia123.com/news/Articles/Business/20250912/4360547.html,Eco Warrior Awards 2025 Honours India Green Heroes at a Grand Celebration of Conservation and Innovation,20250912T130000Z,17593.0,26.6,jina,9044,False,,,,,,,,,,,,high,"No specific HWC incident reported, only awards and discussions.",,,17593.0,26.6,gdelt_fallback,
cf2df2f0-f28d-4f64-9274-55020b2073fc,https://www.thestatesman.com/india/kokrajhar-leads-with-northeasts-first-miyawaki-forests-under-green-bodoland-mission-1503485194.html,Kokrajhar leads with Northeast first Miyawaki forests under Green Bodoland Mission,20250912T101500Z,70093.0,27.55,jina,4800,False,,,,,,,,,,,,high,"No specific HWC event described, only future prevention efforts",,,70093.0,27.55,gdelt_fallback,
b4a619ab-d008-4783-8bb6-417d71610c86,https://www.mangalorean.com/mysuru-woman-kills-husband-blames-tiger-attack-to-claim-compensation/,"Mysuru woman kills husband , blames tiger attack to claim compensation",20250912T091500Z,17688.0,13.5,jina,6402,False,,,,,,,,,,,,high,"No actual HWC event, only a false claim of one",,,17688.0,13.5,gdelt_fallback,
015129f2-b048-4f6e-a3d3-6d3f5d022222,https://timesofindia.indiatimes.com/city/bhubaneswar/sleepless-nights-for-keonjhar-farmers-as-elephant-herds-threaten-crops-and-homes/articleshow/123837774.cms,Sleepless nights for Keonjhar farmers as elephant herds threaten crops and homes | Bhubaneswar News,20250911T194500Z,17813.0,21.6333,selenium,1729,True,elephant,crop_raid,,,,,2025-09-11,"Keonjhar, Odisha, India",district,"Keonjhar district, Odisha",,high,Multiple herds causing widespread destruction to crops and homes,,"Keonjhar, Odisha, India",21.6392783,85.605494,google_maps,
